country_raw,year,readiness_rank,readiness_score,era,iso3,n_countries_that_year,percentile_rank,percentile_rank_higher_is_better,score_percentile_within_year,tier
Eritrea,2023,190,19.6242147,0,ERI,193,0.9844559585492227,0.015544041450777257,0.02072538860103627,Bottom
South Sudan,2023,191,18.25739575,0,SSD,193,0.9896373056994818,0.010362694300518172,0.015544041450777202,Bottom
Syrian Arab Republic,2023,192,18.12073889,0,SYR,193,0.9948186528497409,0.005181347150259086,0.010362694300518135,Bottom
Democratic People's Republic of Korea,2023,193,9.197129779,0,PRK,193,1.0,0.0,0.0051813471502590676,Bottom
United States of America,2024,1,87.03218182,0,USA,188,0.005319148936170213,0.9946808510638298,1.0,Top
Singapore,2024,2,84.24944106,0,SGP,188,0.010638297872340425,0.9893617021276596,0.9946808510638298,Top
Republic of Korea,2024,3,79.97780202,0,KOR,188,0.015957446808510637,0.9840425531914894,0.9893617021276596,Top
France,2024,4,79.35754271,0,FRA,188,0.02127659574468085,0.9787234042553191,0.9840425531914894,Top
United Kingdom of Great Britain and Northern Ireland,2024,5,78.88344052,0,GBR,188,0.026595744680851064,0.973404255319149,0.9787234042553191,Top
Canada,2024,6,78.17529665,0,CAN,188,0.031914893617021274,0.9680851063829787,0.973404255319149,Top
Netherlands,2024,7,77.22980432,0,NLD,188,0.03723404255319149,0.9627659574468085,0.9680851063829787,Top
Germany,2024,8,76.89826844,0,DEU,188,0.0425531914893617,0.9574468085106383,0.9627659574468085,Top
Finland,2024,9,76.48471791,0,FIN,188,0.047872340425531915,0.9521276595744681,0.9574468085106383,Top
Australia,2024,10,76.44726827,0,AUS,188,0.05319148936170213,0.9468085106382979,0.9521276595744681,Top
Norway,2024,11,76.11968176,0,NOR,188,0.05851063829787234,0.9414893617021276,0.9468085106382979,Top
Japan,2024,12,75.74917653,0,JPN,188,0.06382978723404255,0.9361702127659575,0.9414893617021277,Top
United Arab Emirates,2024,13,75.65804571,0,ARE,188,0.06914893617021277,0.9308510638297872,0.9361702127659575,Top
Sweden,2024,14,75.40286681,0,SWE,188,0.07446808510638298,0.925531914893617,0.9308510638297872,Top
Denmark,2024,15,74.71009478,0,DNK,188,0.0797872340425532,0.9202127659574468,0.925531914893617,Top
Taiwan,2024,16,74.58025606,0,TWN,188,0.0851063829787234,0.9148936170212766,0.9202127659574468,Top
Israel,2024,17,74.52155598,0,ISR,188,0.09042553191489362,0.9095744680851063,0.9148936170212766,Top
Ireland,2024,18,73.18014934,0,IRL,188,0.09574468085106383,0.9042553191489362,0.9095744680851063,Top
Austria,2024,19,72.83567415,0,AUT,188,0.10106382978723404,0.898936170212766,0.9042553191489362,Top
Belgium,2024,20,72.68793041,0,BEL,188,0.10638297872340426,0.8936170212765957,0.898936170212766,Top
Estonia,2024,21,72.61871555,0,EST,188,0.11170212765957446,0.8882978723404256,0.8936170212765957,Top
Saudi Arabia,2024,22,72.35591144,0,SAU,188,0.11702127659574468,0.8829787234042553,0.8882978723404256,Top
China,2024,23,72.0098981,0,CHN,188,0.12234042553191489,0.8776595744680851,0.8829787234042553,Top
Malaysia,2024,24,71.39992403,0,MYS,188,0.1276595744680851,0.8723404255319149,0.8776595744680851,Top
Italy,2024,25,71.21652388,0,ITA,188,0.13297872340425532,0.8670212765957447,0.8723404255319149,Top
Portugal,2024,26,70.92843933,0,PRT,188,0.13829787234042554,0.8617021276595744,0.8670212765957447,Top
Luxembourg,2024,27,70.62575172,0,LUX,188,0.14361702127659576,0.8563829787234043,0.8617021276595744,Top
Czechia,2024,28,70.23281209,0,CZE,188,0.14893617021276595,0.851063829787234,0.8563829787234043,Top
Iceland,2024,29,69.82023722,0,ISL,188,0.15425531914893617,0.8457446808510638,0.851063829787234,Top
Switzerland,2024,30,69.41989807,0,CHE,188,0.1595744680851064,0.8404255319148937,0.8457446808510638,Top
Spain,2024,31,69.25248467,0,ESP,188,0.16489361702127658,0.8351063829787234,0.8404255319148937,Top
Qatar,2024,32,68.22070132,0,QAT,188,0.1702127659574468,0.8297872340425532,0.8351063829787234,Top
Lithuania,2024,33,67.79802914,0,LTU,188,0.17553191489361702,0.824468085106383,0.8297872340425532,Top
Poland,2024,34,67.51119621,0,POL,188,0.18085106382978725,0.8191489361702128,0.824468085106383,Top
Thailand,2024,35,66.16948723,0,THA,188,0.18617021276595744,0.8138297872340425,0.8191489361702128,Top
Brazil,2024,36,65.88947723,0,BRA,188,0.19148936170212766,0.8085106382978724,0.8138297872340425,Top
Slovenia,2024,37,65.85327433,0,SVN,188,0.19680851063829788,0.8031914893617021,0.8085106382978723,Top
Indonesia,2024,38,65.85124932,0,IDN,188,0.20212765957446807,0.7978723404255319,0.8031914893617021,Top
Russian Federation,2024,39,64.71707681,0,RUS,188,0.2074468085106383,0.7925531914893618,0.7978723404255319,Top
New Zealand,2024,40,63.98217071,0,NZL,188,0.2127659574468085,0.7872340425531915,0.7925531914893617,Top
Slovakia,2024,41,63.69003612,0,SVK,188,0.21808510638297873,0.7819148936170213,0.7872340425531915,Top
Malta,2024,42,63.64342039,0,MLT,188,0.22340425531914893,0.7765957446808511,0.7819148936170213,Top
Hungary,2024,43,63.63204457,0,HUN,188,0.22872340425531915,0.7712765957446809,0.776595744680851,Top
Chile,2024,44,63.19327114,0,CHL,188,0.23404255319148937,0.7659574468085106,0.7712765957446809,Top
Oman,2024,45,62.91022757,0,OMN,188,0.2393617021276596,0.7606382978723404,0.7659574468085106,Top
India,2024,46,62.80654813,0,IND,188,0.24468085106382978,0.7553191489361702,0.7606382978723404,Top
Uruguay,2024,47,62.20915139,0,URY,188,0.25,0.75,0.7553191489361702,Top
Latvia,2024,48,61.87089556,0,LVA,188,0.2553191489361702,0.7446808510638299,0.75,Top
Jordan,2024,49,61.56757258,0,JOR,188,0.26063829787234044,0.7393617021276595,0.7446808510638298,Top
Cyprus,2024,50,61.50126092,0,CYP,188,0.26595744680851063,0.7340425531914894,0.7393617021276596,Top
Viet Nam,2024,51,61.41545515,0,VNM,188,0.2712765957446808,0.7287234042553192,0.7340425531914894,Top
Bulgaria,2024,52,60.63955798,0,BGR,188,0.2765957446808511,0.7234042553191489,0.7287234042553191,Top
Türkiye,2024,53,60.62787606,0,TUR,188,0.28191489361702127,0.7180851063829787,0.723404255319149,Top
Ukraine,2024,54,60.57013332,0,UKR,188,0.2872340425531915,0.7127659574468085,0.7180851063829787,Top
Colombia,2024,55,59.33330773,0,COL,188,0.2925531914893617,0.7074468085106382,0.7127659574468085,Top
Philippines,2024,56,58.50707886,0,PHL,188,0.2978723404255319,0.7021276595744681,0.7074468085106383,Top
Serbia,2024,57,58.48610163,0,SRB,188,0.30319148936170215,0.6968085106382979,0.7021276595744681,Top
Romania,2024,58,58.0818462,0,ROU,188,0.30851063829787234,0.6914893617021276,0.6968085106382979,Top
Greece,2024,59,57.69792651,0,GRC,188,0.31382978723404253,0.6861702127659575,0.6914893617021277,Top
Peru,2024,60,57.11155994,0,PER,188,0.3191489361702128,0.6808510638297872,0.6861702127659575,Top
Costa Rica,2024,61,56.85007591,0,CRI,188,0.324468085106383,0.675531914893617,0.6808510638297872,Top
Argentina,2024,62,56.40407736,0,ARG,188,0.32978723404255317,0.6702127659574468,0.675531914893617,Top
Republic of Moldova,2024,63,56.03414931,0,MDA,188,0.3351063829787234,0.6648936170212766,0.6702127659574468,Top
Liechtenstein,2024,64,55.90597714,0,LIE,188,0.3404255319148936,0.6595744680851063,0.6648936170212766,Mid
Egypt,2024,65,55.62588551,0,EGY,188,0.34574468085106386,0.6542553191489362,0.6595744680851063,Mid
Brunei Darussalam,2024,66,55.44955575,0,BRN,188,0.35106382978723405,0.648936170212766,0.6542553191489362,Mid
Andorra,2024,67,54.4360374,0,AND,188,0.35638297872340424,0.6436170212765957,0.648936170212766,Mid
Bahrain,2024,68,54.32835116,0,BHR,188,0.3617021276595745,0.6382978723404256,0.6436170212765957,Mid
Mauritius,2024,69,53.94349686,0,MUS,188,0.3670212765957447,0.6329787234042553,0.6382978723404256,Mid
Uzbekistan,2024,70,53.45247202,0,UZB,188,0.3723404255319149,0.6276595744680851,0.6329787234042553,Mid
Mexico,2024,71,53.28576348,0,MEX,188,0.3776595744680851,0.6223404255319149,0.6276595744680851,Mid
South Africa,2024,72,52.91180045,0,ZAF,188,0.3829787234042553,0.6170212765957447,0.6223404255319149,Mid
Dominican Republic,2024,73,52.69157831,0,DOM,188,0.3882978723404255,0.6117021276595744,0.6170212765957447,Mid
Croatia,2024,74,51.62288743,0,HRV,188,0.39361702127659576,0.6063829787234043,0.6117021276595744,Mid
San Marino,2024,75,51.59379335,0,SMR,188,0.39893617021276595,0.601063829787234,0.6063829787234043,Mid
Kazakhstan,2024,76,51.40653433,0,KAZ,188,0.40425531914893614,0.5957446808510638,0.601063829787234,Mid
Kuwait,2024,77,51.25970098,0,KWT,188,0.4095744680851064,0.5904255319148937,0.5957446808510638,Mid
Rwanda,2024,78,51.25257164,0,RWA,188,0.4148936170212766,0.5851063829787234,0.5904255319148937,Mid
Montenegro,2024,79,47.42969132,0,MNE,188,0.42021276595744683,0.5797872340425532,0.5851063829787234,Mid
Bangladesh,2024,80,47.11916395,0,BGD,188,0.425531914893617,0.574468085106383,0.5797872340425532,Mid
Georgia,2024,81,46.91902495,0,GEO,188,0.4308510638297872,0.5691489361702128,0.574468085106383,Mid
Lebanon,2024,82,46.66806935,0,LBN,188,0.43617021276595747,0.5638297872340425,0.5691489361702128,Mid
Senegal,2024,83,46.10767554,0,SEN,188,0.44148936170212766,0.5585106382978724,0.5638297872340425,Mid
Albania,2024,84,45.46622776,0,ALB,188,0.44680851063829785,0.5531914893617021,0.5585106382978723,Mid
Sri Lanka,2024,85,45.29464691,0,LKA,188,0.4521276595744681,0.5478723404255319,0.5531914893617021,Mid
North Macedonia,2024,86,45.12278472,0,MKD,188,0.4574468085106383,0.5425531914893618,0.5478723404255319,Mid
Seychelles,2024,87,44.76984511,0,SYC,188,0.4627659574468085,0.5372340425531915,0.5425531914893617,Mid
Armenia,2024,88,44.51279855,0,ARM,188,0.46808510638297873,0.5319148936170213,0.5372340425531915,Mid
Panama,2024,89,44.38966066,0,PAN,188,0.4734042553191489,0.5265957446808511,0.5319148936170213,Mid
Fiji,2024,90,44.21900038,0,FJI,188,0.4787234042553192,0.5212765957446808,0.526595744680851,Mid
Iran (Islamic Republic of),2024,91,43.88147313,0,IRN,188,0.48404255319148937,0.5159574468085106,0.5212765957446809,Mid
Tunisia,2024,92,43.67929184,0,TUN,188,0.48936170212765956,0.5106382978723405,0.5159574468085106,Mid
Kenya,2024,93,43.55729827,0,KEN,188,0.4946808510638298,0.5053191489361701,0.5106382978723404,Mid
Nigeria,2024,94,43.32516864,0,NGA,188,0.5,0.5,0.5053191489361702,Mid
Ghana,2024,95,43.30178073,0,GHA,188,0.5053191489361702,0.49468085106382975,0.5,Mid
Benin,2024,96,42.96796567,0,BEN,188,0.5106382978723404,0.4893617021276596,0.4946808510638298,Mid
Cuba,2024,97,42.43439145,0,CUB,188,0.5159574468085106,0.48404255319148937,0.48936170212765956,Mid
Mongolia,2024,98,42.36130396,0,MNG,188,0.5212765957446809,0.4787234042553191,0.48404255319148937,Mid
Bahamas,2024,99,42.03231259,0,BHS,188,0.526595744680851,0.473404255319149,0.4787234042553192,Mid
Zambia,2024,100,41.87395066,0,ZMB,188,0.5319148936170213,0.46808510638297873,0.4734042553191489,Mid
Morocco,2024,101,41.77772556,0,MAR,188,0.5372340425531915,0.4627659574468085,0.46808510638297873,Mid
Saint Kitts and Nevis,2024,102,41.61719413,0,KNA,188,0.5425531914893617,0.45744680851063835,0.4627659574468085,Mid
Antigua and Barbuda,2024,103,41.61237893,0,ATG,188,0.5478723404255319,0.4521276595744681,0.4574468085106383,Mid
Ecuador,2024,104,41.45594571,0,ECU,188,0.5531914893617021,0.44680851063829785,0.4521276595744681,Mid
Mauritania,2024,105,41.39992651,0,MRT,188,0.5585106382978723,0.4414893617021277,0.44680851063829785,Mid
Barbados,2024,106,41.10918269,0,BRB,188,0.5638297872340425,0.43617021276595747,0.44148936170212766,Mid
Iraq,2024,107,40.90613432,0,IRQ,188,0.5691489361702128,0.4308510638297872,0.43617021276595747,Mid
Cabo Verde,2024,108,40.67090537,0,CPV,188,0.574468085106383,0.42553191489361697,0.4308510638297872,Mid
Pakistan,2024,109,40.47235612,0,PAK,188,0.5797872340425532,0.42021276595744683,0.425531914893617,Mid
Trinidad and Tobago,2024,110,40.13955078,0,TTO,188,0.5851063829787234,0.4148936170212766,0.42021276595744683,Mid
Azerbaijan,2024,111,39.92386783,0,AZE,188,0.5904255319148937,0.40957446808510634,0.4148936170212766,Mid
Paraguay,2024,112,39.53861042,0,PRY,188,0.5957446808510638,0.4042553191489362,0.4095744680851064,Mid
Belarus,2024,113,39.23880845,0,BLR,188,0.601063829787234,0.39893617021276595,0.40425531914893614,Mid
Saint Lucia,2024,114,39.10720613,0,LCA,188,0.6063829787234043,0.3936170212765957,0.39893617021276595,Mid
Algeria,2024,115,39.05673544,0,DZA,188,0.6117021276595744,0.38829787234042556,0.39361702127659576,Mid
Vanuatu,2024,116,39.03768065,0,VUT,188,0.6170212765957447,0.3829787234042553,0.3882978723404255,Mid
Bhutan,2024,117,38.77536479,0,BTN,188,0.6223404255319149,0.37765957446808507,0.3829787234042553,Mid
Tonga,2024,118,38.63065051,0,TON,188,0.6276595744680851,0.37234042553191493,0.3776595744680851,Mid
Ethiopia,2024,119,38.33624612,0,ETH,188,0.6329787234042553,0.3670212765957447,0.3723404255319149,Mid
Botswana,2024,120,38.16381779,0,BWA,188,0.6382978723404256,0.36170212765957444,0.3670212765957447,Mid
Grenada,2024,121,37.96322567,0,GRD,188,0.6436170212765957,0.3563829787234043,0.3617021276595745,Mid
Jamaica,2024,122,37.79095056,0,JAM,188,0.648936170212766,0.35106382978723405,0.35638297872340424,Mid
Marshall Islands,2024,123,37.62419653,0,MHL,188,0.6542553191489362,0.3457446808510638,0.35106382978723405,Mid
Belize,2024,124,37.58701156,0,BLZ,188,0.6595744680851063,0.34042553191489366,0.34574468085106386,Mid
State of Palestine,2024,125,37.53267308,0,PSE,188,0.6648936170212766,0.3351063829787234,0.3404255319148936,Mid
Guyana,2024,126,37.23458971,0,GUY,188,0.6702127659574468,0.32978723404255317,0.3351063829787234,Mid
Samoa,2024,127,37.16037622,0,WSM,188,0.675531914893617,0.32446808510638303,0.32978723404255317,Bottom
Bosnia and Herzegovina,2024,128,37.01680441,0,BIH,188,0.6808510638297872,0.3191489361702128,0.324468085106383,Bottom
Suriname,2024,129,36.87352519,0,SUR,188,0.6861702127659575,0.31382978723404253,0.3191489361702128,Bottom
Papua New Guinea,2024,130,36.84643455,0,PNG,188,0.6914893617021277,0.3085106382978723,0.31382978723404253,Bottom
Tajikistan,2024,131,36.71542489,0,TJK,188,0.6968085106382979,0.30319148936170215,0.30851063829787234,Bottom
Saint Vincent and the Grenadines,2024,132,36.6544747,0,VCT,188,0.7021276595744681,0.2978723404255319,0.30319148936170215,Bottom
Cambodia,2024,133,36.6318842,0,KHM,188,0.7074468085106383,0.29255319148936165,0.2978723404255319,Bottom
Kyrgyzstan,2024,134,36.55450391,0,KGZ,188,0.7127659574468085,0.2872340425531915,0.2925531914893617,Bottom
Guatemala,2024,135,36.4144385,0,GTM,188,0.7180851063829787,0.28191489361702127,0.2872340425531915,Bottom
Eswatini,2024,136,36.2250206,0,SWZ,188,0.723404255319149,0.276595744680851,0.28191489361702127,Bottom
Lao People's Democratic Republic,2024,137,36.08236849,0,LAO,188,0.7287234042553191,0.2712765957446809,0.2765957446808511,Bottom
Djibouti,2024,138,35.1933629,0,DJI,188,0.7340425531914894,0.26595744680851063,0.2712765957446808,Bottom
United Republic of Tanzania,2024,139,35.08105029,0,TZA,188,0.7393617021276596,0.2606382978723404,0.26595744680851063,Bottom
Côte d'Ivoire,2024,140,34.68702416,0,CIV,188,0.7446808510638298,0.25531914893617025,0.26063829787234044,Bottom
Uganda,2024,141,34.63065106,0,UGA,188,0.75,0.25,0.2553191489361702,Bottom
Kiribati,2024,142,34.45338779,0,KIR,188,0.7553191489361702,0.24468085106382975,0.25,Bottom
Myanmar,2024,143,34.25868139,0,MMR,188,0.7606382978723404,0.23936170212765961,0.24468085106382978,Bottom
Gabon,2024,144,34.14729966,0,GAB,188,0.7659574468085106,0.23404255319148937,0.2393617021276596,Bottom
El Salvador,2024,145,34.08661079,0,SLV,188,0.7712765957446809,0.22872340425531912,0.23404255319148937,Bottom
Timor-Leste,2024,146,33.67769811,0,TLS,188,0.776595744680851,0.22340425531914898,0.22872340425531915,Bottom
Cameroon,2024,147,33.45955988,0,CMR,188,0.7819148936170213,0.21808510638297873,0.22340425531914893,Bottom
Namibia,2024,148,33.28224969,0,NAM,188,0.7872340425531915,0.21276595744680848,0.21808510638297873,Bottom
Libya,2024,149,33.24991869,0,LBY,188,0.7925531914893617,0.20744680851063835,0.2127659574468085,Bottom
Nepal,2024,150,33.1391886,0,NPL,188,0.7978723404255319,0.2021276595744681,0.2074468085106383,Bottom
Bolivia (Plurinational State of),2024,151,33.07863133,0,BOL,188,0.8031914893617021,0.19680851063829785,0.20212765957446807,Bottom
Solomon Islands,2024,152,32.7081543,0,SLB,188,0.8085106382978723,0.19148936170212771,0.19680851063829788,Bottom
Turkmenistan,2024,153,32.63799295,0,TKM,188,0.8138297872340425,0.18617021276595747,0.19148936170212766,Bottom
Zimbabwe,2024,154,32.59211942,0,ZWE,188,0.8191489361702128,0.18085106382978722,0.18617021276595744,Bottom
Mali,2024,155,32.26614045,0,MLI,188,0.824468085106383,0.17553191489361697,0.18085106382978725,Bottom
Maldives,2024,156,31.43166425,0,MDV,188,0.8297872340425532,0.17021276595744683,0.17553191489361702,Bottom
Togo,2024,157,31.31565682,0,TGO,188,0.8351063829787234,0.16489361702127658,0.1702127659574468,Bottom
Guinea,2024,158,30.21187153,0,GIN,188,0.8404255319148937,0.15957446808510634,0.16489361702127658,Bottom
Honduras,2024,159,29.83450267,0,HND,188,0.8457446808510638,0.1542553191489362,0.1595744680851064,Bottom
Sao Tome and Principe,2024,160,29.63431198,0,STP,188,0.851063829787234,0.14893617021276595,0.15425531914893617,Bottom
Malawi,2024,161,29.31673864,0,MWI,188,0.8563829787234043,0.1436170212765957,0.14893617021276595,Bottom
Burkina Faso,2024,162,29.27660868,0,BFA,188,0.8617021276595744,0.13829787234042556,0.14361702127659576,Bottom
"Venezuela, Bolivarian Republic of",2024,163,29.20533246,0,VEN,188,0.8670212765957447,0.13297872340425532,0.13829787234042554,Bottom
Madagascar,2024,164,28.80438299,0,MDG,188,0.8723404255319149,0.12765957446808507,0.13297872340425532,Bottom
Nicaragua,2024,165,28.53113047,0,NIC,188,0.8776595744680851,0.12234042553191493,0.1276595744680851,Bottom
Lesotho,2024,166,28.21246421,0,LSO,188,0.8829787234042553,0.11702127659574468,0.12234042553191489,Bottom
Equatorial Guinea,2024,167,27.09253188,0,GNQ,188,0.8882978723404256,0.11170212765957444,0.11702127659574468,Bottom
Gambia (Republic of The),2024,168,26.94732127,0,GMB,188,0.8936170212765957,0.1063829787234043,0.11170212765957446,Bottom
Angola,2024,169,26.90798042,0,AGO,188,0.898936170212766,0.10106382978723405,0.10638297872340426,Bottom
Comoros,2024,170,26.64694936,0,COM,188,0.9042553191489362,0.0957446808510638,0.10106382978723404,Bottom
Niger,2024,171,25.74480776,0,NER,188,0.9095744680851063,0.09042553191489366,0.09574468085106383,Bottom
Guinea Bissau,2024,172,25.70947239,0,GNB,188,0.9148936170212766,0.08510638297872342,0.09042553191489362,Bottom
Sierra Leone,2024,173,25.33586896,0,SLE,188,0.9202127659574468,0.07978723404255317,0.0851063829787234,Bottom
Somalia,2024,174,25.32030544,0,SOM,188,0.925531914893617,0.07446808510638303,0.0797872340425532,Bottom
Congo,2024,175,25.11623832,0,COG,188,0.9308510638297872,0.06914893617021278,0.07446808510638298,Bottom
Sudan,2024,176,24.62888147,0,SDN,188,0.9361702127659575,0.06382978723404253,0.06914893617021277,Bottom
Mozambique,2024,177,24.22293552,0,MOZ,188,0.9414893617021277,0.058510638297872286,0.06382978723404255,Bottom
Liberia,2024,178,23.12197991,0,LBR,188,0.9468085106382979,0.05319148936170215,0.05851063829787234,Bottom
Chad,2024,179,22.65971835,0,TCD,188,0.9521276595744681,0.0478723404255319,0.05319148936170213,Bottom
Eritrea,2024,180,22.19695954,0,ERI,188,0.9574468085106383,0.04255319148936165,0.047872340425531915,Bottom
Democratic Republic of the Congo,2024,181,22.09794558,0,COD,188,0.9627659574468085,0.037234042553191515,0.0425531914893617,Bottom
Burundi,2024,182,21.13442437,0,BDI,188,0.9680851063829787,0.03191489361702127,0.03723404255319149,Bottom
Central African Republic,2024,183,20.26173459,0,CAF,188,0.973404255319149,0.02659574468085102,0.031914893617021274,Bottom
Haiti,2024,184,20.05762277,0,HTI,188,0.9787234042553191,0.021276595744680882,0.026595744680851064,Bottom
South Sudan,2024,185,18.58058996,0,SSD,188,0.9840425531914894,0.015957446808510634,0.02127659574468085,Bottom
Syrian Arab Republic,2024,186,16.94502678,0,SYR,188,0.9893617021276596,0.010638297872340385,0.015957446808510637,Bottom
Afghanistan,2024,187,16.92451775,0,AFG,188,0.9946808510638298,0.005319148936170248,0.010638297872340425,Bottom
Yemen,2024,188,14.62247898,0,YEM,188,1.0,0.0,0.005319148936170213,Bottom
Afghanistan,2025,188,15.72,1,AFG,195,0.9641025641025641,0.03589743589743588,0.041025641025641026,Bottom
Albania,2025,85,43.44,1,ALB,195,0.4358974358974359,0.5641025641025641,0.5692307692307692,Mid
Algeria,2025,89,42.05,1,DZA,195,0.4564102564102564,0.5435897435897437,0.5487179487179488,Mid
Andorra,2025,92,41.51,1,AND,195,0.4717948717948718,0.5282051282051282,0.5333333333333333,Mid
Angola,2025,141,27.09,1,AGO,195,0.7230769230769231,0.27692307692307694,0.28205128205128205,Bottom
Antigua and Barbuda,2025,147,25.04,1,ATG,195,0.7538461538461538,0.24615384615384617,0.2512820512820513,Bottom
Argentina,2025,56,58.25,1,ARG,195,0.28717948717948716,0.7128205128205128,0.717948717948718,Top
Armenia,2025,103,38.95,1,ARM,195,0.5282051282051282,0.4717948717948718,0.47692307692307695,Mid
Australia,2025,9,75.73,1,AUS,195,0.046153846153846156,0.9538461538461538,0.958974358974359,Top
Austria,2025,20,69.72,1,AUT,195,0.10256410256410256,0.8974358974358975,0.9025641025641026,Top
Azerbaijan,2025,69,51.91,1,AZE,195,0.35384615384615387,0.6461538461538461,0.6512820512820513,Mid
Bahamas,2025,123,31.18,1,BHS,195,0.6307692307692307,0.36923076923076925,0.37435897435897436,Mid
Bahrain,2025,48,59.57,1,BHR,195,0.24615384615384617,0.7538461538461538,0.7564102564102564,Top
Bangladesh,2025,75,48.37,1,BGD,195,0.38461538461538464,0.6153846153846154,0.6205128205128205,Mid
Barbados,2025,155,23.33,1,BRB,195,0.7948717948717948,0.20512820512820518,0.21025641025641026,Bottom
Belarus,2025,121,32.47,1,BLR,195,0.6205128205128205,0.37948717948717947,0.38461538461538464,Mid
Belgium,2025,30,65.17,1,BEL,195,0.15384615384615385,0.8461538461538461,0.8512820512820513,Top
Belize,2025,158,22.68,1,BLZ,195,0.8102564102564103,0.18974358974358974,0.19487179487179487,Bottom
Benin,2025,90,41.71,1,BEN,195,0.46153846153846156,0.5384615384615384,0.5435897435897435,Mid
Bhutan,2025,101,39.38,1,BTN,195,0.517948717948718,0.482051282051282,0.48717948717948717,Mid
Bolivia (Plurinational State of),2025,139,27.48,1,BOL,195,0.7128205128205128,0.28717948717948716,0.2923076923076923,Bottom
Bosnia and Herzegovina,2025,114,35.67,1,BIH,195,0.5846153846153846,0.41538461538461535,0.4205128205128205,Mid
Botswana,2025,109,37.1,1,BWA,195,0.558974358974359,0.441025641025641,0.4461538461538462,Mid
Brazil,2025,22,69.55,1,BRA,195,0.11282051282051282,0.8871794871794871,0.8923076923076924,Top
Brunei Darussalam,2025,97,40.51,1,BRN,195,0.49743589743589745,0.5025641025641026,0.5076923076923077,Mid
Bulgaria,2025,59,56.6,1,BGR,195,0.30256410256410254,0.6974358974358974,0.7025641025641025,Top
Burkina Faso,2025,127,29.45,1,BFA,195,0.6512820512820513,0.3487179487179487,0.35384615384615387,Mid
Burundi,2025,185,17.22,1,BDI,195,0.9487179487179487,0.05128205128205132,0.05641025641025641,Bottom
Cabo Verde,2025,122,32.16,1,CPV,195,0.6256410256410256,0.37435897435897436,0.37948717948717947,Mid
Cambodia,2025,118,33.91,1,KHM,195,0.6051282051282051,0.3948717948717949,0.4,Mid
Cameroon,2025,116,34.91,1,CMR,195,0.5948717948717949,0.40512820512820513,0.41025641025641024,Mid
Canada,2025,12,74.66,1,CAN,195,0.06153846153846154,0.9384615384615385,0.9435897435897436,Top
Central African Republic,2025,192,12.8,1,CAF,195,0.9846153846153847,0.01538461538461533,0.020512820512820513,Bottom
Chad,2025,182,18.31,1,TCD,195,0.9333333333333333,0.06666666666666665,0.07179487179487179,Bottom
Chile,2025,50,59.3,1,CHL,195,0.2564102564102564,0.7435897435897436,0.7487179487179487,Top
China,2025,8,76.27,1,CHN,195,0.041025641025641026,0.958974358974359,0.9641025641025641,Top
Colombia,2025,64,56.02,1,COL,195,0.3282051282051282,0.6717948717948719,0.676923076923077,Top
Comoros,2025,171,20.67,1,COM,195,0.8769230769230769,0.12307692307692308,0.1282051282051282,Bottom
Congo,2025,178,18.6,1,COG,195,0.9128205128205128,0.0871794871794872,0.09230769230769231,Bottom
Costa Rica,2025,79,45.92,1,CRI,195,0.40512820512820513,0.5948717948717949,0.6,Mid
Côte D'Ivoire,2025,95,40.74,1,CIV,195,0.48717948717948717,0.5128205128205128,0.517948717948718,Mid
Croatia,2025,72,49.79,1,HRV,195,0.36923076923076925,0.6307692307692307,0.6358974358974359,Mid
Cuba,2025,136,27.92,1,CUB,195,0.6974358974358974,0.3025641025641026,0.3076923076923077,Bottom
Cyprus,2025,47,59.71,1,CYP,195,0.24102564102564103,0.7589743589743589,0.764102564102564,Top
Czechia,2025,32,64.56,1,CZE,195,0.1641025641025641,0.8358974358974359,0.841025641025641,Top
Democratic People's Republic of Korea,2025,167,21.15,1,PRK,195,0.8564102564102564,0.14358974358974363,0.14871794871794872,Bottom
Democratic Republic of the Congo,2025,144,25.62,1,COD,195,0.7384615384615385,0.2615384615384615,0.26666666666666666,Bottom
Denmark,2025,11,74.75,1,DNK,195,0.05641025641025641,0.9435897435897436,0.9487179487179487,Top
Djibouti,2025,148,24.52,1,DJI,195,0.7589743589743589,0.24102564102564106,0.24615384615384617,Bottom
Dominica,2025,174,19.76,1,DMA,195,0.8923076923076924,0.10769230769230764,0.11282051282051282,Bottom
Dominican Republic,2025,84,43.73,1,DOM,195,0.4307692307692308,0.5692307692307692,0.5743589743589743,Mid
Ecuador,2025,66,53.04,1,ECU,195,0.3384615384615385,0.6615384615384615,0.6666666666666666,Top
Egypt,2025,52,59.1,1,EGY,195,0.26666666666666666,0.7333333333333334,0.7384615384615385,Top
El Salvador,2025,104,38.88,1,SLV,195,0.5333333333333333,0.4666666666666667,0.4717948717948718,Mid
Equatorial Guinea,2025,187,16.18,1,GNQ,195,0.958974358974359,0.04102564102564099,0.046153846153846156,Bottom
Eritrea,2025,193,12.7,1,ERI,195,0.9897435897435898,0.01025641025641022,0.015384615384615385,Bottom
Estonia,2025,21,69.56,1,EST,195,0.1076923076923077,0.8923076923076922,0.8974358974358975,Top
Eswatini,2025,137,27.7,1,SWZ,195,0.7025641025641025,0.2974358974358975,0.30256410256410254,Bottom
Ethiopia,2025,91,41.58,1,ETH,195,0.4666666666666667,0.5333333333333333,0.5384615384615384,Mid
