iso3,country_raw,readiness_rank,readiness_score,GOV_WGI_CC_EST,GOV_WGI_PV_EST,GOV_WGI_RL_EST,IP.JRN.ARTC.SC,IT.CEL.SETS.P2,IT.NET.BBND.P2,NY.GDP.PCAP.PP.CD,SE.TER.ENRR,TX.VAL.TECH.MF.ZS,predictor_year,outcome_year,era,region,income_classification
MDA,Republic of Moldova,90,42.97129514,-0.421512599999999,-0.2465629,-0.1948034,328.4,137.182551887592,26.317794331222,16452.96211919997,68.0572346521372,2.1401803935369017,2022,2023,0,Europe & Central Asia,Upper middle income
SEN,Senegal,91,42.58345092,0.0169424,-0.2028622,-0.1356248,507.58,118.150293497239,1.40365165848276,4530.22059496055,15.6478973478986,2.300686887550707,2022,2023,0,Sub-Saharan Africa,Lower middle income
PAK,Pakistan,92,42.20012541,-0.9459689,-1.7555938,-0.9108794,20954.92,79.1050539061512,1.28371909626329,5920.274306541074,10.5057175294292,1.4322563541997966,2022,2023,0,South Asia,Lower middle income
BHS,Bahamas,93,42.14236214,1.2330855,0.8592816,0.272063,17.7,101.623744145214,21.135589553703,36791.40104609638,,0.0,2022,2023,0,Latin America & Caribbean,High income
IRN,Iran (Islamic Republic of),94,42.07324885,-1.13191439999999,-1.1448403,-1.1257877,58271.06,162.712943709127,12.2102486068411,17545.624662942948,58.6838607788086,0.8140079231973251,2022,2023,0,Middle East & North Africa,Upper middle income
LKA,Sri Lanka,95,41.8893437,-0.3533578,-0.7621199,-0.3299184,2498.12,151.72675762805,9.63609972688813,14193.654621744592,22.3679922774735,1.0863745770213964,2022,2023,0,South Asia,Lower middle income
FJI,Fiji,96,41.56883237,0.4582725,0.782553,0.2370994,197.72,111.749120643187,2.53376577893503,12982.291451991914,68.7794855157684,2.241245877544534,2022,2023,0,East Asia & Pacific,Upper middle income
BEN,Benin,97,41.37191592,-0.1108108,-0.4373008,-0.468466,441.45,105.745019386968,0.153072411564925,3844.154157458155,10.2350101470947,4.287156206215209,2022,2023,0,Sub-Saharan Africa,Lower middle income
JAM,Jamaica,98,41.31633222,-0.0788141,0.4525342,-0.0687388999999999,144.46,105.762018411183,14.9601781381994,11887.77036942296,,1.4709847551675832,2022,2023,0,Latin America & Caribbean,Upper middle income
GEO,Georgia,99,41.26650193,0.6512819,-0.100034699999999,0.18182,602.02,154.013561773213,28.3337075311796,22461.332641454654,79.3253367493498,2.9492009025545625,2022,2023,0,Europe & Central Asia,Upper middle income
ECU,Ecuador,100,40.83861731,-0.655353,-0.2336288,-0.5794902,3317.49,98.1309025742238,15.1128846850944,15198.07255544725,59.879782344866,6.711579234057294,2022,2023,0,Latin America & Caribbean,Upper middle income
KEN,Kenya,101,40.18580433,-0.751285,-0.962236,-0.4245656,2051.43,121.168999135357,1.47646942688922,5883.2230396192135,,2.260738110257122,2022,2023,0,Sub-Saharan Africa,Lower middle income
BRB,Barbados,102,40.13321614,1.1926841,1.2066625,0.7169373,70.21,114.580721030894,37.4843261853654,22193.248712578938,55.0600902713579,17.011739306168195,2022,2023,0,Latin America & Caribbean,High income
NGA,Nigeria,103,39.87877496,-1.225087,-1.9526169,-0.9998212,9649.09,99.5852151989567,0.0433814077089791,8304.958105035297,,2.3848830290138348,2022,2023,0,Sub-Saharan Africa,Lower middle income
TTO,Trinidad and Tobago,104,39.44275869,-0.2989622,0.3498483,-0.2477989,255.09,133.631989924602,26.0331929293058,32978.8585763159,,0.0822278998582187,2022,2023,0,Latin America & Caribbean,High income
ATG,Antigua and Barbuda,105,39.41080516,0.2369304,1.0787211,0.6200291,6.28,200.540715208962,10.6818181818182,29933.889369890207,,0.0,2022,2023,0,Latin America & Caribbean,High income
KNA,Saint Kitts and Nevis,106,39.23383354,0.3109783,0.9177056,0.571593,40.15,116.923933289088,46.7447387013209,31870.88137845052,,,2022,2023,0,Latin America & Caribbean,High income
BLR,Belarus,107,39.20286213,-0.415013199999999,-0.6168791,-1.1591441,1563.85,128.314999383533,34.0671782490739,28429.49488218266,77.0977334087936,,2022,2023,0,Europe & Central Asia,Upper middle income
TON,Tonga,108,39.00745952,-0.496913,1.3674794,0.7917887,4.22,61.7257858761257,8.17387330781973,7296.170821392876,,0.5527370280701694,2022,2023,0,East Asia & Pacific,Upper middle income
MNG,Mongolia,109,38.98928752,-0.662165,0.6315013,-0.1500746,258.96,142.808581769425,12.9008288504333,16401.989475153066,67.6998728025335,30.81416908973588,2022,2023,0,East Asia & Pacific,Upper middle income
BWA,Botswana,110,38.83923461,0.6506622,1.0798421,0.3434669,391.01,178.205018910673,4.53192190474005,19976.83437944735,20.7095613715302,0.5023812940932434,2022,2023,0,Sub-Saharan Africa,Upper middle income
TJK,Tajikistan,111,38.78247405,-1.1230133,-0.4282098,-1.19932209999999,107.75,63.8442080716763,0.585196433548591,4514.175123981642,37.2834392884446,1.627127590333715,2022,2023,0,Europe & Central Asia,Lower middle income
SYC,Seychelles,112,38.10561952,1.1495314,0.8411889,0.5983146,21.64,163.429518331448,29.8314239734867,29972.87583159365,13.930414075936,25.038991663018766,2022,2023,0,Sub-Saharan Africa,High income
TUV,Tuvalu,113,37.45304448,0.2445984,1.4735212,1.0040365,1.43,98.8590872698158,4.52361889511609,5661.143847663763,,,2022,2023,0,East Asia & Pacific,Upper middle income
BTN,Bhutan,114,36.87905685,1.357056,1.3224382,0.6837835,116.64,95.129809428439,0.631823734751842,15063.810576307216,14.5780698560857,0.0122179939865198,2022,2023,0,South Asia,Lower middle income
PRY,Paraguay,115,36.85412454,-0.953862099999999,-0.0659073999999999,-0.540378799999999,235.52,128.088057269442,11.1527995711537,16347.043497477647,,10.561993933889122,2022,2023,0,Latin America & Caribbean,Upper middle income
GUY,Guyana,116,36.7932748,-0.2293385,0.210713,-0.3602997,49.46,112.56503784518,12.9356394612219,39710.96956075305,,0.1239541093201857,2022,2023,0,Latin America & Caribbean,High income
BIH,Bosnia and Herzegovina,117,36.48814846,-0.680061199999999,-0.248056399999999,-0.289740999999999,1029.2,118.944352880459,27.3190356221695,21651.295237486163,45.6063499450684,5.224749177601036,2022,2023,0,Europe & Central Asia,Upper middle income
LCA,Saint Lucia,118,36.46491071,0.3713679,1.0438207,0.5318302,4.19,98.6676436534083,13.571912004072,24599.37330010672,16.1808795928955,,2022,2023,0,Latin America & Caribbean,Upper middle income
CPV,Cabo Verde,119,36.29975864,0.856269,0.8359641,0.4774863,23.38,113.247367438782,6.56769429388869,9481.073354056049,,3.4765400015460224,2022,2023,0,Sub-Saharan Africa,Upper middle income
DZA,Algeria,120,35.98810889,-0.6430769,-0.8074555,-0.798385,7550.23,107.787115922596,10.3517244580598,15836.094437032109,53.3875786756,,2022,2023,0,Middle East & North Africa,Upper middle income
GTM,Guatemala,121,35.75753858,-1.2166625,-0.3005447,-1.0371304,117.76,115.156435692604,5.02439029583182,13014.015380982615,,4.971624031709513,2022,2023,0,Latin America & Caribbean,Upper middle income
MHL,Marshall Islands,122,35.70297129,-0.0269237999999999,1.2819745,0.836255,2.17,39.7060658232902,2.35047533498016,7431.427578954963,41.3350449293967,,2022,2023,0,East Asia & Pacific,Upper middle income
CUB,Cuba,123,35.52053817,-0.2238752,0.4974928,-0.4977926,1420.58,68.7180442358013,2.89200005063374,,,7.875589131826639,2022,2023,0,Latin America & Caribbean,Upper middle income
SUR,Suriname,124,35.51765043,-0.308943099999999,0.2466594,-0.2196339,13.38,149.052255906952,20.0260284612076,20078.83655459504,5.02487384130847,11.350144983772896,2022,2023,0,Latin America & Caribbean,Upper middle income
NAM,Namibia,125,35.3730031,0.3167748,0.3736395,0.3187607,213.89,100.557816104444,3.29190749644768,10662.701706411855,26.1092654658031,0.0563656557154241,2022,2023,0,Sub-Saharan Africa,Lower middle income
BOL,Bolivia (Plurinational State of),126,35.25033938,-0.9824356,-0.170608899999999,-1.1775683,181.31,101.57150434614,10.9975247479663,12306.729312869538,,5.517697487182869,2022,2023,0,Latin America & Caribbean,Lower middle income
DMA,Dominica,127,34.81908485,0.3990364,1.2397365,0.5641308,5.06,85.1898961482058,20.86014425523,18802.081991320545,,27.594662663954928,2022,2023,0,Latin America & Caribbean,Upper middle income
GRD,Grenada,128,34.63095618,0.2886861,1.2048361,0.4711413,55.73,95.759239776586,29.767433903843,17543.98155962659,,2.1771874895919696,2022,2023,0,Latin America & Caribbean,Upper middle income
BLZ,Belize,129,34.2435614,-0.0459141999999999,0.7353533,-0.4371369,17.84,67.1750266305468,9.75385677359442,13461.209845161278,23.9767727412258,0.0001824316203361,2022,2023,0,Latin America & Caribbean,Upper middle income
VCT,Saint Vincent and the Grenadines,130,34.13221331,0.7243711,1.0438207,0.6160382,6.06,102.334241420536,28.9967269662701,18035.27329281201,41.4983277591973,4.0070872997932,2022,2023,0,Latin America & Caribbean,Upper middle income
KGZ,Kyrgyzstan,131,34.09800116,-1.2024196,-0.422477,-0.9265186,234.43,106.925973017004,5.60484304582026,6577.512177283893,54.2184527097527,10.554052011145703,2022,2023,0,Europe & Central Asia,Lower middle income
UGA,Uganda,132,33.43858135,-0.9890036,-1.0920608,-0.729024799999999,1250.03,70.1401117953081,0.0850849430150062,2919.177754071077,,2.395714863087912,2022,2023,0,Sub-Saharan Africa,Low income
IRQ,Iraq,133,33.39561913,-1.37334849999999,-2.2294281,-1.45504109999999,12326.35,99.1323661916548,14.4912960130678,14391.129234980575,,,2022,2023,0,Middle East & North Africa,Upper middle income
PSE,State of Palestine,134,33.13922995,-0.5708588,-1.5318512,-0.8475185,736.06,76.5666403406424,7.93673083556539,6163.248978376131,45.7982801281791,1.2550244770589092,2022,2023,0,Middle East & North Africa,Lower middle income
GAB,Gabon,135,33.09015799,-1.0035399,-0.1324826,-1.0937103,100.2,123.233187164275,3.3054859267542,19992.55706434685,,3.9075849423199847,2022,2023,0,Sub-Saharan Africa,Upper middle income
LAO,Lao People's Democratic Republic,136,33.05352563,-0.9974286,0.7033051,-0.8397916,82.63,63.3546046458219,2.38186047453058,8766.440626110943,13.677811550152,9.517677832973265,2022,2023,0,East Asia & Pacific,Lower middle income
TZA,United Republic of Tanzania,137,32.86338241,-0.3590925,-0.4815853,-0.5495819,1203.29,93.0159746238635,0.110774196881278,3799.8623046875,5.32159018874409,1.703635659601261,2022,2023,0,Sub-Saharan Africa,Lower middle income
CIV,Côte D'Ivoire,138,32.78138909,-0.370305999999999,-0.716317499999999,-0.6021757,349.61,161.231833444196,1.25179133069312,6719.443815576367,11.1134926507622,3.556570328724159,2022,2023,0,Sub-Saharan Africa,Lower middle income
HND,Honduras,139,32.63199659,-1.03140529999999,-0.4781621,-1.09175279999999,131.63,75.8551423411907,4.40980164894983,6805.493582945538,,,2022,2023,0,Latin America & Caribbean,Lower middle income
ETH,Ethiopia,140,32.58526198,-0.406565399999999,-1.8659545,-0.9181925,7017.98,56.9642988837987,0.45157652011053,2844.922745357532,,3.210265749360578,2022,2023,0,Sub-Saharan Africa,
GHA,Ghana,141,32.58404214,-0.0967234999999999,-0.1877453,0.0021348,2973.03,120.803416027053,0.62494509663475,7208.157989827231,20.44559258931,1.9574071685201435,2022,2023,0,Sub-Saharan Africa,Lower middle income
SLV,El Salvador,142,32.57680248,-0.680151,-0.0998814,-0.9646984,55.8,183.248955984561,9.73832698625659,11875.964806623284,31.4538910186841,7.850018887340596,2022,2023,0,Latin America & Caribbean,Upper middle income
ZMB,Zambia,143,32.3597691,-0.4180775,0.0456326,-0.6313823,362.23,98.4372601156219,0.428949863290405,3840.7245051113887,,0.716710301849432,2022,2023,0,Sub-Saharan Africa,Lower middle income
VUT,Vanuatu,144,31.9130512,-0.135775999999999,0.9784231,0.4948511,12.63,81.6202730589115,1.1263520377197,3452.6074269388173,,,2022,2023,0,East Asia & Pacific,Lower middle income
KHM,Cambodia,145,31.87722576,-1.1129555,-0.0739156,-1.1151898,183.99,113.391506572248,2.9638308346303,6918.81626947213,14.6069513022825,6.562225982364634,2022,2023,0,East Asia & Pacific,Lower middle income
MDV,Maldives,146,31.71139837,-0.265023299999999,0.2721525,0.1059573,31.4,136.458655310185,17.3997244832152,22880.51231514193,48.4968654322788,4.096414731302233,2022,2023,0,South Asia,Upper middle income
WSM,Samoa,147,31.6611872,0.7661609,1.2343417,1.0470005,15.2,62.398669522115,0.87753935919651,6909.171299283358,18.5508413272527,0.5543692692467819,2022,2023,0,East Asia & Pacific,Upper middle income
TKM,Turkmenistan,148,31.16754399,-1.360439,0.2106842,-1.4336464,20.08,,5.21710831232306,18340.11128052993,16.7316012007071,,2022,2023,0,Europe & Central Asia,Upper middle income
MMR,Myanmar,149,30.91231228,-1.136637,-2.2412758,-1.65875779999999,163.72,107.535089476237,2.09694638185872,5731.937878724586,,2.6145783956440805,2022,2023,0,East Asia & Pacific,Lower middle income
NPL,Nepal,150,30.76702139,-0.652050399999999,-0.3755496,-0.3340683,1647.0,121.1144874334,8.51809813593178,5102.992311329473,14.8435874359729,0.6175207044758716,2022,2023,0,South Asia,Lower middle income
ZWE,Zimbabwe,151,30.70795467,-1.1984753,-0.8261001,-1.3005258,556.12,88.9958314912836,1.62150159909829,5395.856298006396,,1.4769311377601373,2022,2023,0,Sub-Saharan Africa,Lower middle income
PNG,Papua New Guinea,152,30.40577065,-0.588226999999999,-0.6856785,-0.5458926,81.9,49.1906681149749,0.214639196900492,4419.6192696280295,,11.971802937338571,2022,2023,0,East Asia & Pacific,Lower middle income
CMR,Cameroon,153,30.27139432,-1.1102965,-1.6950827,-1.2120562,1462.84,89.8274190453067,2.12862474053,5188.977508660814,16.4371527754335,3.288647060039671,2022,2023,0,Sub-Saharan Africa,Lower middle income
GMB,Gambia (Republic of The),154,30.25153776,-0.3002052,0.1344853,-0.3639747,79.44,106.782250509204,0.215818879031432,3067.31040374628,,3.2124882300216684,2022,2023,0,Sub-Saharan Africa,Low income
DJI,Djibouti,155,29.94791011,-0.9087909,-0.4774121,-1.0215603,11.08,46.7770531248021,1.41245769926198,6621.330382204093,,3.024177420850287,2022,2023,0,Middle East & North Africa,Lower middle income
NIC,Nicaragua,156,29.77142753,-1.2447097,-0.168460299999999,-1.49475349999999,43.07,104.278484676229,5.00781944815467,7796.693620341443,,1.2553932131571877,2022,2023,0,Latin America & Caribbean,Lower middle income
TLS,Timor-Leste,157,29.76966296,-0.4506594,0.4239118,-0.663390399999999,12.31,108.158358863503,0.0100051486348815,5729.811713825166,,6.829766985036592,2022,2023,0,East Asia & Pacific,Lower middle income
TGO,Togo,158,29.685532,-0.630985799999999,-0.760395399999999,-0.675356699999999,152.62,72.2147547047011,1.03723561669214,2935.013673207869,,0.3010719452031468,2022,2023,0,Sub-Saharan Africa,Low income
VEN,"Venezuela, Bolivarian Republic of",159,29.20001625,-1.603038,-1.1268117,-2.2378914,545.0,66.4667731210739,9.58036143387288,,,,2022,2023,0,Latin America & Caribbean,
AGO,Angola,160,29.14025605,-0.6031537,-0.5414068,-1.1625439,45.14,66.6008073123779,0.386698155907211,9588.241295111882,,22.063503999578096,2022,2023,0,Sub-Saharan Africa,Lower middle income
SLB,Solomon Islands,161,29.08793384,-0.1752124,0.7315157,0.1473971,13.22,62.0734995506142,0.107033208461257,2496.227345778308,,,2022,2023,0,East Asia & Pacific,Lower middle income
MDG,Madagascar,162,28.47313128,-0.9659728,-0.525026099999999,-0.9669241,161.19,64.7494924066919,0.10748996107107,1716.9788487379749,5.87562673022926,0.3486249845942597,2022,2023,0,Sub-Saharan Africa,Low income
GNQ,Equatorial Guinea,163,28.04104529,-1.5183607,-0.3481526,-1.4839685,2.93,49.5380486763568,0.10069058437688,18139.989326627,,,2022,2023,0,Sub-Saharan Africa,Upper middle income
BFA,Burkina Faso,164,27.49699619,-0.2342071,-1.82102069999999,-0.6266501,451.82,113.996146792235,0.214398323020291,2645.2406799661094,9.67069485831779,1.528998976495303,2022,2023,0,Sub-Saharan Africa,Low income
MLI,Mali,165,27.44682921,-0.8528176,-2.4680844,-1.0213887,145.1,112.119852778009,0.774220028570636,3014.4210732687966,,10.25786682849866,2022,2023,0,Sub-Saharan Africa,Low income
GIN,Guinea,166,27.44381327,-0.9739553,-0.813667399999999,-1.05538819999999,50.37,95.3174629318803,0.0062752856838037,4062.361364379217,,,2022,2023,0,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,167,27.40464502,0.3338154,1.2429196,0.7720439,2.2,49.1120496056535,0.0689819037472503,3329.3443446486085,,,2022,2023,0,East Asia & Pacific,Lower middle income
MRT,Mauritania,168,27.09355128,-0.8477941,-0.2992865,-0.8487425,25.95,109.883898247552,0.415227794850191,6484.827921326307,,3.979493382012026,2022,2023,0,Sub-Saharan Africa,Lower middle income
SWZ,Eswatini,169,27.05304403,-0.6085804,-0.400835,-0.726965099999999,43.57,121.491701239707,2.18530055779024,10635.39241561134,,0.3159117701799301,2022,2023,0,Sub-Saharan Africa,Lower middle income
STP,Sao Tome and Principe,170,26.86146681,0.1448531,0.4930734,-0.294381499999999,4.37,86.7784626941517,2.02470117761428,6033.6811722182965,,5.294293818156193,2022,2023,0,Sub-Saharan Africa,Lower middle income
LSO,Lesotho,171,26.20904086,-0.1463735,-0.128161,-0.4650393,47.35,68.1001351640997,0.39753117741491,2761.3110500221565,,0.0925726266687245,2022,2023,0,Sub-Saharan Africa,Lower middle income
MOZ,Mozambique,172,25.62313593,-0.9013357,-1.3208653,-1.0728381,196.72,45.8178199662019,0.197784521833894,1581.9441944262007,,3.1796241811662123,2022,2023,0,Sub-Saharan Africa,Low income
LBY,Libya,173,25.31129372,-1.5332986,-2.00397249999999,-1.7431898,407.68,192.97309381967,4.51840823499527,12266.38968047156,,,2022,2023,0,Middle East & North Africa,Upper middle income
MWI,Malawi,174,24.8675796,-0.6548107,-0.166924,-0.215452999999999,357.99,59.6495709408963,0.0724060330808983,1778.3058214600076,2.70813684546823,2.3076953930761377,2022,2023,0,Sub-Saharan Africa,Low income
SLE,Sierra Leone,175,24.82502865,-0.5533309,-0.265426899999999,-0.7806301,78.05,107.882000873042,,3143.964510505068,,,2022,2023,0,Sub-Saharan Africa,Low income
NER,Niger,176,24.70831185,-0.5631731,-1.299076,-0.665473,94.17,63.3770548032743,,1839.969096759033,,13.870814780016287,2022,2023,0,Sub-Saharan Africa,Low income
SDN,Sudan,177,24.51062958,-1.4462818,-1.92571989999999,-1.4230148,490.76,70.2084038614961,0.0604394040047428,3355.37817382813,,,2022,2023,0,Sub-Saharan Africa,Low income
COG,Congo,178,24.19288771,-1.36385159999999,-0.1445911,-1.2067389,100.48,93.6259259161068,0.435883126454822,6647.496817313898,,4.327226541631775,2022,2023,0,Sub-Saharan Africa,Lower middle income
GNB,Guinea Bissau,179,24.11485899,-1.1609749,-0.360252199999999,-1.25159,17.19,125.934670099533,0.219184822436547,2788.837739379542,,,2022,2023,0,Sub-Saharan Africa,Low income
TCD,Chad,180,23.43794877,-1.4663578,-1.6491593,-1.38191249999999,37.07,65.4377795535985,0.0,2624.11789713994,,,2022,2023,0,Sub-Saharan Africa,Low income
COM,Comoros,181,22.61922755,-1.33720709999999,-0.374766,-1.17970929999999,3.91,100.549036907747,0.219375008990779,3641.629203903529,,0.3073308465241927,2022,2023,0,Sub-Saharan Africa,Lower middle income
LBR,Liberia,182,22.24370998,-1.0479173,-0.2807974,-0.858746399999999,27.29,32.0638885570006,0.274673226516174,1691.5727572185108,,10.267997840320067,2022,2023,0,Sub-Saharan Africa,Low income
SOM,Somalia,183,21.97865144,-1.59878449999999,-2.092858,-2.2051746,106.41,49.6800986995936,0.668468085170923,1486.4724733383357,,,2022,2023,0,Sub-Saharan Africa,Low income
HTI,Haiti,184,21.97179066,-1.508626,-0.947002399999999,-1.5628925,40.79,65.1889329311174,0.306790757611135,3275.4071812634534,,,2022,2023,0,Latin America & Caribbean,Lower middle income
COD,Democratic Republic of the Congo,185,21.46831729,-1.5102589,-1.8455557,-1.5809744,238.79,48.6773534153863,0.0322275167366284,1590.1640421955578,,0.723158681595087,2022,2023,0,Sub-Saharan Africa,Low income
AFG,Afghanistan,186,21.26871333,-1.1719937,-2.4492487,-1.8586889,157.05,56.2655188632539,0.0796301678593983,2122.995815126633,,,2022,2023,0,South Asia,Low income
BDI,Burundi,187,20.87315154,-1.3235206,-1.28089529999999,-1.32171369999999,33.96,56.2599912004244,0.0300650914860841,1104.7771876487784,,1.1179240916667086,2022,2023,0,Sub-Saharan Africa,Low income
YEM,Yemen,188,19.88707052,-1.66627979999999,-2.61245769999999,-1.91002569999999,386.81,46.4534353720531,1.27124133725573,,,,2022,2023,0,Middle East & North Africa,Low income
CAF,Central African Republic,189,19.73651251,-1.3173981,-1.9022515,-1.66733549999999,22.39,38.8217901039988,0.0160846160651184,1217.8497714115497,,37.29740467739519,2022,2023,0,Sub-Saharan Africa,Low income
ERI,Eritrea,190,19.6242147,-1.3644356,-1.0696541,-1.7694664,29.98,59.1248082166991,0.165393390775689,,,,2022,2023,0,Sub-Saharan Africa,Low income
SSD,South Sudan,191,18.25739575,-1.861122,-1.6425543,-1.9298809,17.29,48.4888320004297,0.0018146882134276,,,,2022,2023,0,Sub-Saharan Africa,Low income
SYR,Syrian Arab Republic,192,18.12073889,-1.79243509999999,-2.43824749999999,-1.8753611,584.87,78.6567844526885,7.16283326639858,4772.461676671595,,,2022,2023,0,Middle East & North Africa,Low income
PRK,Democratic People's Republic of Korea,193,9.197129779,-1.6517597,0.2686785,-1.48587729999999,247.74,24.1311041179361,,,,,2022,2023,0,East Asia & Pacific,Low income
USA,United States of America,1,87.03218182,1.1951066,-0.193136399999999,0.9606912,430843.27,112.410910606372,38.0939254696383,82304.62042728657,,21.84598783555211,2023,2024,0,North America,High income
SGP,Singapore,2,84.24944106,1.9240956,1.2040374,1.4244438,11893.6,173.199932977376,27.4343636046425,143786.13629301317,97.2886546863037,56.13837585622781,2023,2024,0,East Asia & Pacific,High income
KOR,Republic of Korea,3,79.97780202,0.8788564,0.932168,1.1844569,71724.33,162.11365652794,46.5676352036327,57429.80310764019,106.709167480469,30.27627999126511,2023,2024,0,East Asia & Pacific,High income
FRA,France,4,79.35754271,1.2672713,-0.0187716,0.9946177,62180.46,116.687800394775,48.6688340139444,60838.94167164238,70.4536437988281,22.383544972179177,2023,2024,0,Europe & Central Asia,High income
GBR,United Kingdom of Great Britain and Northern Ireland,5,78.88344052,1.4745753,0.3683427,1.2703547,97535.98,122.781542240418,41.4367685540411,59911.34676632091,80.4146499633789,28.89171461135673,2023,2024,0,Europe & Central Asia,High income
CAN,Canada,6,78.17529665,1.6263584,0.6267803,1.4361681,63719.9,94.1497268194785,42.5241770773151,64219.31739286365,76.2666931152344,16.371795438826258,2023,2024,0,North America,High income
NLD,Netherlands,7,77.22980432,1.8837073,0.6084395,1.7174805,32207.08,125.272736960305,43.2644444744139,81728.69046292681,86.5938262939453,24.510646527493627,2023,2024,0,Europe & Central Asia,High income
DEU,Germany,8,76.89826844,1.699403,0.50602,1.5855645,108782.34,124.662572774586,45.380522509099,71684.0311875583,78.5947494506836,17.78183747966227,2023,2024,0,Europe & Central Asia,High income
FIN,Finland,9,76.48471791,2.193956,0.7648776,2.0200539,11224.2,127.47302579722,35.3318092510781,63414.99368781773,108.130409240723,9.714022595491327,2023,2024,0,Europe & Central Asia,High income
AUS,Australia,10,76.44726827,1.8057703,0.9254365,1.5031839,54589.08,112.513177133796,36.627426494239,72272.70921366828,104.64835357666,25.25827771207813,2023,2024,0,East Asia & Pacific,High income
NOR,Norway,11,76.11968176,2.0745237,0.9361906,1.9859646,13756.15,109.654228618195,45.4377082628592,103637.51684367847,95.0573806762695,25.67461437749992,2023,2024,0,Europe & Central Asia,High income
JPN,Japan,12,75.74917653,1.3377896,1.2674256,1.5084872,96543.44,178.432441299977,38.6312383711286,50661.76634631089,64.4907608032227,17.10280607032123,2023,2024,0,East Asia & Pacific,High income
ARE,United Arab Emirates,13,75.65804571,0.9918577,0.7829523,0.4492886,7075.14,199.423843889179,37.0968234502256,77955.29517608786,61.3456114422447,8.960293973945754,2023,2024,0,Middle East & North Africa,High income
SWE,Sweden,14,75.40286681,1.9804259,0.778803,1.6947293,21243.62,140.265691285045,40.7340135908716,69226.32727566626,81.3998184204102,17.62385202771132,2023,2024,0,Europe & Central Asia,High income
DNK,Denmark,15,74.71009478,2.3171626,0.9005936,2.0143499,15603.08,126.717092547985,44.0352069959396,77892.29326099037,81.2308197021484,17.132157583740376,2023,2024,0,Europe & Central Asia,High income
ISR,Israel,17,74.52155598,0.8712956,-1.0423159,0.6642378,13844.24,153.336641345572,29.4357235504327,55171.23188143215,57.143440246582,34.93777358244434,2023,2024,0,Middle East & North Africa,High income
IRL,Ireland,18,73.18014934,1.5859129,0.876648,1.5980444,8719.61,110.798344311602,31.8907830651788,129682.60715051716,,47.77377328492186,2023,2024,0,Europe & Central Asia,High income
AUT,Austria,19,72.83567415,1.3200882,0.7016405,1.6577235,13845.8,121.746207105931,29.3725409835617,73544.65672304865,91.6818237304688,15.923269788116936,2023,2024,0,Europe & Central Asia,High income
BEL,Belgium,20,72.68793041,1.467016,0.1994126,1.2719977,16816.32,103.196426365374,43.7026445985633,71946.14471902922,82.1475601196289,18.6668227645892,2023,2024,0,Europe & Central Asia,High income
EST,Estonia,21,72.61871555,1.6727855,0.8473511,1.482125,1753.58,150.195729068839,35.2539796781149,48637.18022087952,67.6179275512695,16.581160524958964,2023,2024,0,Europe & Central Asia,High income
SAU,Saudi Arabia,22,72.35591144,0.476953,-0.2452065,0.1165635,24594.79,157.775388696083,43.5732045642216,71564.80002856499,,0.5906291417678277,2023,2024,0,Middle East & North Africa,High income
CHN,China,23,72.0098981,0.1138225,-0.174451499999999,-0.552260699999999,932711.93,128.247014127486,44.728886496649,25179.119306638306,74.5933014618366,26.568213654288087,2023,2024,0,East Asia & Pacific,Upper middle income
MYS,Malaysia,24,71.39992403,0.380697,0.2281849,0.3016843,23690.94,142.7320920639,13.0287000355119,36466.89149383334,37.2745812491757,59.41550744217887,2023,2024,0,East Asia & Pacific,Upper middle income
ITA,Italy,25,71.21652388,0.571449,0.4737389,0.6505552,82770.89,131.871674517747,31.8410876819321,60029.871712398,75.9496536254883,9.9836968942283,2023,2024,0,Europe & Central Asia,High income
PRT,Portugal,26,70.92843933,0.7848198,0.7890296,1.0824285,18225.29,123.001507659381,44.1107426914567,49352.83886130321,77.6778182983398,6.710841679983992,2023,2024,0,Europe & Central Asia,High income
LUX,Luxembourg,27,70.62575172,2.0124074,1.0156548,1.7286548,1175.75,144.474949556306,38.3793065082138,150508.2188868879,21.5371704101562,5.979250210643996,2023,2024,0,Europe & Central Asia,High income
CZE,Czechia,28,70.23281209,0.8499213,1.0704669,1.1605869,13409.42,126.004753501387,37.9099783935119,55761.379829137455,66.7282867431641,20.302723987427008,2023,2024,0,Europe & Central Asia,High income
ISL,Iceland,29,69.82023722,1.6623764,1.2058266,1.59027,715.97,121.475495280706,37.4245919320463,81608.4479116436,76.5200729370117,43.42454227640107,2023,2024,0,Europe & Central Asia,High income
CHE,Switzerland,30,69.41989807,2.0972439,0.9907717,1.7920906,22803.86,130.221876609608,46.8364627671237,95141.59609436324,74.0060882568359,29.33402869787281,2023,2024,0,Europe & Central Asia,High income
ESP,Spain,31,69.25248467,0.7395223,0.1484475,0.9304606,60303.76,127.715490236713,37.2148181549182,55682.240260309256,93.7303466796875,9.56253561613111,2023,2024,0,Europe & Central Asia,High income
QAT,Qatar,32,68.22070132,0.7757739,1.0147153,0.5728637,2471.29,157.82063065065,11.641102863231,129367.8696709272,38.2058906555176,2.7800363029790134,2023,2024,0,Middle East & North Africa,High income
LTU,Lithuania,33,67.79802914,0.8884764,0.9517926,1.3288838,2673.09,137.203719983084,27.9638162516437,52348.2468215268,77.0064163208008,14.402895995336069,2023,2024,0,Europe & Central Asia,High income
